RD_NO,PERSON_TYPE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,SEX,AGE,SAFETY_EQUIPMENT,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,BAC_RESULT VALUE,CELL_PHONE_USE
345615,0,30,2,200,0,1,10,2,0,0,200,0,0,0,8,0,200,200,200,200,200
345615,0,30,2,200,0,1,10,2,0,0,200,0,0,0,4,200,200,200,200,200,200
345615,0,30,2,200,0,1,10,2,0,0,200,0,0,1,7,0,200,200,200,200,200
345615,1,30,2,200,0,1,10,2,0,0,200,0,0,0,3,0,200,200,200,200,200
345615,1,30,2,200,0,1,10,2,0,0,200,0,0,1,3,0,200,200,200,200,200
345619,0,30,1,2,0,1,10,5,0,0,200,16,200,1,7,0,3,200,200,200,200
345619,0,30,1,2,0,1,10,5,0,0,200,16,200,1,9,0,0,200,200,200,200
345619,1,30,1,2,0,1,10,5,0,0,200,16,200,0,9,0,200,200,200,200,200
345623,0,30,0,0,0,2,7,5,0,0,0,0,200,2,200,200,200,200,200,200,200
345625,0,30,0,0,0,1,10,2,0,0,0,20,200,1,200,200,6,200,200,200,200
345625,0,30,0,0,0,1,10,2,0,0,0,20,200,0,6,0,0,0,0,200,200
345629,0,30,1,2,0,1,12,2,0,0,200,17,0,0,6,200,1,200,200,200,200
345629,0,30,1,2,0,1,12,2,0,0,200,17,0,0,6,0,0,0,0,200,200
345631,0,30,1,2,0,1,12,2,0,0,0,0,0,2,200,200,200,200,200,200,200
345631,0,30,1,2,0,1,12,2,0,0,0,0,0,1,4,0,0,0,0,200,200
345634,0,30,0,0,0,1,7,2,0,0,0,0,0,2,200,200,12,200,200,200,200
345641,0,15,1,2,0,1,10,7,0,0,0,11,200,1,7,0,200,0,0,200,200
345641,0,15,1,2,0,1,10,7,0,0,0,11,200,1,6,0,0,0,0,200,200
345641,1,15,1,2,0,1,10,7,0,0,0,11,200,1,4,0,200,200,200,200,200
345641,1,15,1,2,0,1,10,7,0,0,0,11,200,0,4,0,200,200,200,200,200
345644,0,30,0,0,0,1,12,2,0,200,200,0,200,2,200,200,200,200,200,200,200
345644,0,30,0,0,0,1,12,2,0,200,200,0,200,0,6,200,0,0,0,200,200
345645,0,30,0,0,0,1,0,6,0,0,0,17,16,0,7,200,1,200,0,200,200
345645,0,30,0,0,0,1,0,6,0,0,0,17,16,0,7,0,0,0,0,200,200
345648,0,40,0,0,0,1,12,3,5,0,0,21,17,2,200,200,1,200,200,200,200
345648,0,40,0,0,0,1,12,3,5,0,0,21,17,1,5,0,0,0,0,200,200
345649,0,30,0,0,0,0,7,5,0,0,0,20,20,2,200,200,0,200,200,200,200
345650,0,30,1,2,0,1,14,5,0,0,0,0,0,0,6,0,0,0,0,200,200
345650,0,30,1,2,0,1,14,5,0,0,0,0,0,0,6,0,0,0,0,200,200
345651,0,30,1,2,0,1,10,5,0,0,0,0,200,1,6,0,12,0,0,200,200
345651,0,30,1,2,0,1,10,5,0,0,0,0,200,0,200,200,0,200,200,200,200
345654,0,30,0,0,0,1,7,5,0,0,0,23,200,1,5,0,7,0,0,200,200
345654,1,30,0,0,0,1,7,5,0,0,0,23,200,0,5,0,200,200,200,200,200
345655,0,30,0,0,0,1,12,5,0,0,0,17,200,0,5,200,1,200,200,200,200
345655,0,30,0,0,0,1,12,5,0,0,0,17,200,0,7,0,0,0,0,200,200
345657,0,30,1,2,0,1,12,3,0,0,0,0,0,1,200,200,12,0,0,200,200
345657,0,30,1,2,0,1,12,3,0,0,0,0,0,0,8,0,0,0,0,200,200
345657,1,30,1,2,0,1,12,3,0,0,0,0,0,0,200,0,200,200,200,200,200
345657,1,30,1,2,0,1,12,3,0,0,0,0,0,0,200,7,200,200,200,200,200
345657,1,30,1,2,0,1,12,3,0,0,0,0,0,0,200,7,200,200,200,200,200
345657,1,30,1,2,0,1,12,3,0,0,0,0,0,0,200,7,200,200,200,200,200
345658,0,30,0,0,0,1,10,2,0,0,200,0,200,1,200,200,200,200,200,200,200
345658,0,30,0,0,0,1,10,2,0,0,200,0,200,1,7,0,0,0,0,200,200
345660,0,30,2,2,0,1,10,6,0,0,0,18,200,0,6,0,3,0,0,200,200
345660,0,30,2,2,0,1,10,6,0,0,0,18,200,1,7,0,0,200,200,200,200
345661,0,30,0,0,0,1,4,5,2,0,0,200,200,1,6,0,0,0,0,200,200
345669,0,25,0,0,0,1,7,5,0,0,0,20,0,1,200,200,6,200,200,200,200
345675,0,25,0,0,0,1,7,5,0,0,0,0,0,2,200,200,6,200,200,200,200
345677,0,30,2,2,0,1,14,6,0,0,0,17,22,2,200,200,1,200,200,200,200
345677,0,30,2,2,0,1,14,6,0,0,0,17,22,0,7,0,0,0,0,200,200
345678,0,25,0,0,0,1,7,6,0,0,0,0,0,2,200,200,200,200,200,200,200
345679,0,30,200,200,200,4,10,2,0,0,200,18,18,0,200,200,3,200,200,200,200
345679,0,30,200,200,200,4,10,2,0,0,200,18,18,1,7,0,0,0,0,200,200
345698,0,30,1,2,0,1,10,3,2,0,0,16,200,1,4,0,3,0,0,200,200
345698,0,30,1,2,0,1,10,3,2,0,0,16,200,0,6,200,0,0,0,200,200
345698,1,30,1,2,0,1,10,3,2,0,0,16,200,1,4,0,200,200,200,200,200
345704,0,30,0,0,0,1,2,12,0,0,0,0,0,1,6,0,200,200,200,200,200
345710,0,30,0,0,0,4,10,5,0,0,0,18,200,1,200,200,3,200,200,200,200
345710,0,30,0,0,0,4,10,5,0,0,0,18,200,0,7,0,0,0,0,200,200
345714,0,30,0,0,0,1,12,200,0,0,0,22,200,2,200,200,2,200,200,200,200
345714,0,30,0,0,0,1,12,200,0,0,0,22,200,1,8,200,200,0,0,200,200
345735,0,0,1,2,0,1,14,2,0,0,0,18,200,1,5,0,3,0,0,200,200
345735,0,0,1,2,0,1,14,2,0,0,0,18,200,1,5,0,0,0,0,200,200
345740,0,30,0,0,0,4,10,3,0,0,0,22,0,0,7,200,2,200,0,200,200
345740,0,30,0,0,0,4,10,3,0,0,0,22,0,1,5,200,2,200,0,200,200
345741,0,30,0,0,0,3,7,6,0,0,0,16,0,0,6,200,12,0,0,200,200
345745,0,30,1,2,0,1,10,5,0,0,200,200,200,1,200,200,200,200,200,200,200
345745,0,30,1,2,0,1,10,5,0,0,200,200,200,1,5,200,0,0,0,200,200
345745,1,30,1,2,0,1,10,5,0,0,200,200,200,0,5,200,200,200,200,200,200
345750,0,15,0,0,0,1,7,7,0,0,0,20,23,1,7,0,6,0,0,200,200
345755,0,35,1,2,0,4,10,3,0,0,0,8,0,0,7,0,12,0,0,200,200
345755,0,35,1,2,0,4,10,3,0,0,0,8,0,0,7,0,0,0,0,200,200
345755,0,35,1,2,0,4,10,3,0,0,0,8,0,0,6,200,0,0,0,200,200
345755,1,35,1,2,0,4,10,3,0,0,0,8,0,1,6,0,200,200,200,200,200
345755,1,35,1,2,0,4,10,3,0,0,0,8,0,0,1,5,200,200,200,200,200
345755,1,35,1,2,0,4,10,3,0,0,0,8,0,1,6,200,200,200,200,200,200
345760,0,30,0,0,0,4,10,5,0,0,0,20,200,0,5,0,6,0,0,200,200
345760,0,30,0,0,0,4,10,5,0,0,0,20,200,0,5,0,0,0,0,200,200
345762,0,40,1,2,0,3,10,3,0,0,0,0,0,0,3,200,0,0,0,200,200
345762,0,40,1,2,0,3,10,3,0,0,0,0,0,0,6,200,200,0,0,200,200
345762,1,40,1,2,0,3,10,3,0,0,0,0,0,1,6,200,200,200,200,200,200
345762,1,40,1,2,0,3,10,3,0,0,0,0,0,0,1,5,200,200,200,200,200
345762,1,40,1,2,0,3,10,3,0,0,0,0,0,1,1,5,200,200,200,200,200
345769,0,30,1,2,0,1,14,5,2,0,0,23,8,0,5,200,7,0,0,200,200
345769,0,30,1,2,0,1,14,5,2,0,0,23,8,0,5,200,0,0,0,200,200
345769,1,30,1,2,0,1,14,5,2,0,0,23,8,1,5,7,200,200,200,200,200
345774,0,25,0,0,0,4,12,5,0,0,200,21,0,0,6,200,4,200,200,200,200
345774,0,25,0,0,0,4,12,5,0,0,200,21,0,0,7,0,0,0,0,200,200
345775,0,20,0,0,0,3,7,2,0,0,0,0,0,0,200,200,12,200,200,200,200
345777,0,30,0,0,0,4,12,3,1,0,200,0,0,0,6,200,1,12,0,200,200
345777,0,30,0,0,0,4,12,3,1,0,200,0,0,0,9,200,0,12,0,200,200
345781,0,30,0,0,0,1,10,6,0,0,0,18,200,2,200,200,3,200,200,200,200
345781,0,30,0,0,0,1,10,6,0,0,0,18,200,0,6,0,0,0,0,200,200
345782,0,30,0,0,0,3,4,2,0,0,1,29,200,0,5,0,0,0,0,200,200
345782,1,30,0,0,0,3,4,2,0,0,1,29,200,1,5,0,200,200,200,200,200
345796,0,30,200,200,0,0,7,5,0,0,0,0,0,0,200,200,200,200,200,200,200
345800,0,30,0,0,0,1,12,5,0,0,0,22,23,0,200,200,2,200,200,200,200
345800,0,30,0,0,0,1,12,5,0,0,0,22,23,1,6,0,0,0,0,200,200
345810,0,30,0,0,0,1,14,5,0,0,0,21,0,0,6,200,2,200,200,200,200
345810,0,30,0,0,0,1,14,5,0,0,0,21,0,1,6,200,0,0,0,200,200
345813,0,20,0,0,0,3,2,0,0,0,0,0,200,1,5,0,200,200,0,200,200
345813,1,20,0,0,0,3,2,0,0,0,0,0,200,0,200,0,200,200,200,200,200
345820,0,30,0,0,0,3,7,6,0,0,0,0,0,2,200,200,200,200,200,200,200
345825,0,15,0,0,0,1,5,0,0,0,1,29,29,0,7,0,12,0,0,200,200
345826,0,30,1,2,0,3,0,2,0,0,0,17,21,0,8,0,1,0,0,200,200
345826,0,30,1,2,0,3,0,2,0,0,0,17,21,0,6,0,4,0,0,200,200
345830,0,25,2,0,0,1,8,6,0,0,0,16,0,1,200,200,1,200,200,200,200
345830,4,25,2,0,0,1,8,6,0,0,0,16,0,0,2,200,0,0,0,200,200
345835,0,30,2,2,0,1,7,5,0,0,0,0,200,2,200,200,200,200,200,200,200
345838,0,30,0,0,0,1,12,6,0,0,0,0,0,0,7,200,200,200,200,200,200
345838,0,30,0,0,0,1,12,6,0,0,0,0,0,0,5,7,200,0,0,200,200
345841,0,30,0,0,0,1,7,5,0,0,0,200,200,0,200,200,13,200,200,200,200
345841,1,30,0,0,0,1,7,5,0,0,0,200,200,200,200,200,200,200,200,200,200
345841,1,30,0,0,0,1,7,5,0,0,0,200,200,200,200,200,200,200,200,200,200
345842,0,30,0,0,0,1,10,6,0,0,0,18,0,1,5,0,3,0,0,200,200
345842,0,30,0,0,0,1,10,6,0,0,0,18,0,1,5,0,0,0,0,200,200
345849,0,20,0,0,0,1,10,7,0,0,0,0,0,1,6,200,200,200,200,200,200
345849,0,20,0,0,0,1,10,7,0,0,0,0,0,1,6,0,0,0,0,200,200
345852,0,30,1,2,0,3,12,5,0,0,0,200,200,2,200,200,1,200,200,200,200
345852,0,30,1,2,0,3,12,5,0,0,0,200,200,0,4,200,0,0,0,200,200
345852,1,30,1,2,0,3,12,5,0,0,0,200,200,1,4,200,200,200,200,200,200
345862,0,30,0,0,0,3,7,6,0,0,0,20,11,0,9,200,6,0,0,200,200
345867,0,30,0,0,0,3,12,5,0,0,0,0,200,0,7,200,0,0,0,200,200
345867,0,30,0,0,0,3,12,5,0,0,0,0,200,0,6,200,0,0,0,200,200
345867,1,30,0,0,0,3,12,5,0,0,0,0,200,0,6,200,200,200,200,200,200
345867,1,30,0,0,0,3,12,5,0,0,0,0,200,0,6,200,200,200,200,200,200
345868,0,35,0,0,0,1,12,5,0,0,0,21,0,0,200,200,4,200,200,200,200
345868,0,35,0,0,0,1,12,5,0,0,0,21,0,1,6,0,0,0,0,200,200
345869,0,25,0,0,0,3,7,6,0,0,0,0,0,1,6,200,200,0,0,200,200
345870,0,35,1,2,0,3,14,2,0,0,0,23,17,0,7,0,5,0,0,200,200
345870,0,35,1,2,0,3,14,2,0,0,0,23,17,1,5,0,0,0,0,200,200
345871,0,25,0,200,0,3,2,2,0,0,0,13,200,0,6,200,7,200,0,200,200
345876,0,15,0,0,0,4,10,7,0,0,0,0,200,1,6,200,1,0,200,200,200
345876,0,15,0,0,0,4,10,7,0,0,0,0,200,0,6,0,0,0,0,200,200
345879,0,25,0,0,0,2,7,5,0,0,0,0,0,1,200,200,200,200,200,200,200
345888,0,30,2,12,0,3,0,2,0,0,0,17,0,0,7,200,1,200,200,200,200
345888,0,30,2,12,0,3,0,2,0,0,0,17,0,0,6,0,1,200,0,200,200
345890,0,30,0,0,0,3,0,6,0,0,0,17,16,0,5,0,1,0,0,200,200
345890,0,30,0,0,0,3,0,6,0,0,0,17,16,0,6,0,12,0,0,200,200
345891,0,30,1,2,200,200,12,5,0,200,200,21,0,2,200,200,2,200,200,200,200
345891,0,30,1,2,200,200,12,5,0,200,200,21,0,0,6,0,0,0,0,200,200
345891,1,30,1,2,200,200,12,5,0,200,200,21,0,1,200,0,200,200,200,200,200
345914,0,30,1,2,0,3,0,2,0,0,0,17,200,0,6,200,1,200,0,200,200
345914,0,30,1,2,0,3,0,2,0,0,0,17,200,0,7,200,200,200,0,200,200
345915,0,15,2,200,200,200,9,5,0,200,200,0,0,0,200,200,200,200,200,200,200
345915,5,15,2,200,200,200,9,5,0,200,200,0,0,0,6,200,200,200,7,200,200
345917,0,30,0,0,0,3,12,2,0,0,0,21,0,0,6,0,4,0,200,200,200
345917,0,30,0,0,0,3,12,2,0,0,0,21,0,0,6,200,200,200,200,200,200
345917,1,30,0,0,0,3,12,2,0,0,0,21,0,0,200,5,200,200,200,200,200
345917,1,30,0,0,0,3,12,2,0,0,0,21,0,1,200,5,200,200,200,200,200
345917,1,30,0,0,0,3,12,2,0,0,0,21,0,0,4,7,200,200,200,200,200
345917,1,30,0,0,0,3,12,2,0,0,0,21,0,0,7,7,200,200,200,200,200
345918,0,30,1,2,0,3,10,5,0,0,0,0,0,2,200,200,200,200,200,200,200
345918,0,30,1,2,0,3,10,5,0,0,0,0,0,0,6,0,0,0,0,200,200
345921,0,25,0,0,0,3,7,5,0,0,0,2,7,0,7,200,15,200,0,200,1
345936,0,30,1,2,0,3,12,2,0,0,0,0,0,0,200,200,200,200,200,200,200
345936,0,30,1,2,0,3,12,2,0,0,0,0,0,0,6,0,200,0,0,200,200
345936,1,30,1,2,0,3,12,2,0,0,0,0,0,1,6,0,200,200,200,200,200
345939,0,30,1,2,0,3,4,5,0,0,0,11,200,0,5,2,12,0,0,200,200
345939,1,30,1,2,0,3,4,5,0,0,0,11,200,1,5,2,200,200,200,200,200
345940,0,30,0,0,0,0,7,5,0,0,0,19,0,0,5,200,9,0,3,200,200
345942,0,25,0,0,0,3,7,6,0,0,0,0,200,2,200,200,200,200,200,200,200
345943,0,30,0,0,0,3,2,12,0,0,0,15,16,0,200,200,200,200,200,200,200
345950,0,30,0,0,0,3,5,7,0,0,0,200,200,0,4,200,12,0,0,200,200
345956,0,30,1,2,0,3,14,3,0,0,0,18,16,0,6,0,3,0,0,200,200
345956,0,30,1,2,0,3,14,3,0,0,0,18,16,0,5,0,200,0,0,200,200
345956,1,30,1,2,0,3,14,3,0,0,0,18,16,1,6,0,200,200,200,200,200
345967,0,30,1,2,0,3,0,5,0,0,0,0,200,0,6,0,12,200,0,200,200
345967,0,30,1,2,0,3,0,5,0,0,0,0,200,0,6,0,200,200,0,200,200
345967,1,30,1,2,0,3,0,5,0,0,0,0,200,1,6,0,200,200,200,200,200
345986,0,30,1,2,0,3,0,6,0,0,0,6,16,0,7,200,5,0,0,200,200
345986,0,30,1,2,0,3,0,6,0,0,0,6,16,1,5,200,0,0,0,200,200
345988,0,30,1,2,0,3,14,3,0,0,0,0,200,1,5,0,0,0,0,200,200
345988,0,30,1,2,0,3,14,3,0,0,0,0,200,0,5,200,200,200,0,200,200
345988,1,30,1,2,0,3,14,3,0,0,0,0,200,0,2,200,200,200,200,200,200
345988,1,30,1,2,0,3,14,3,0,0,0,0,200,1,200,200,200,200,200,200,200
345988,1,30,1,2,0,3,14,3,0,0,0,0,200,200,200,200,200,200,200,200,200
345988,1,30,1,2,0,3,14,3,0,0,0,0,200,200,200,200,200,200,200,200,200
345990,0,30,0,0,0,3,14,5,0,0,0,23,0,0,200,2,0,200,200,200,200
345990,0,30,0,0,0,3,14,5,0,0,0,23,0,0,6,0,12,200,200,200,200
345990,1,30,0,0,0,3,14,5,0,0,0,23,0,1,200,2,200,200,200,200,200
345994,0,30,0,0,0,1,10,5,0,0,0,18,200,0,200,200,1,200,200,200,200
345994,0,30,0,0,0,1,10,5,0,0,0,18,200,0,7,200,0,0,0,200,200
345994,1,30,0,0,0,1,10,5,0,0,0,18,200,2,200,200,200,200,200,200,200
345994,1,30,0,0,0,1,10,5,0,0,0,18,200,2,200,200,200,200,200,200,200
345994,1,30,0,0,0,1,10,5,0,0,0,18,200,2,200,200,200,200,200,200,200
345994,1,30,0,0,0,1,10,5,0,0,0,18,200,2,200,200,200,200,200,200,200
346010,0,30,0,0,0,3,12,2,0,0,0,0,0,2,200,200,200,200,200,200,200
346010,0,30,0,0,0,3,12,2,0,0,0,0,0,2,200,200,200,200,200,200,200
346010,1,30,0,0,0,3,12,2,0,0,0,0,0,0,6,200,200,200,200,200,200
346050,0,30,0,0,0,3,7,2,0,0,0,16,0,2,200,200,200,200,200,200,200
346069,0,30,0,0,0,1,12,5,2,0,0,21,0,1,7,0,2,0,0,200,200
346069,0,30,0,0,0,1,12,5,2,0,0,21,0,1,200,200,5,200,200,200,200
346076,0,30,0,0,0,1,12,2,0,0,0,22,7,0,6,200,4,0,0,200,200
346076,0,30,0,0,0,1,12,2,0,0,0,22,7,0,7,200,0,0,0,200,200
346076,1,30,0,0,0,1,12,2,0,0,0,22,7,0,6,0,200,200,200,200,200
346076,1,30,0,0,0,1,12,2,0,0,0,22,7,1,6,0,200,200,200,200,200
346076,1,30,0,0,0,1,12,2,0,0,0,22,7,1,5,200,200,200,200,200,200
346082,0,30,0,0,0,1,7,5,0,0,0,1,16,1,0,0,12,0,0,200,200
346082,1,30,0,0,0,1,7,5,0,0,0,1,16,0,5,0,200,200,200,200,200
346090,0,30,1,2,0,3,10,3,0,0,0,11,0,0,5,0,200,200,0,200,200
346090,0,30,1,2,0,3,10,3,0,0,0,11,0,0,5,0,0,0,0,200,200
346094,0,30,0,0,0,1,14,3,0,0,0,17,0,0,200,200,1,200,200,200,200
346094,0,30,0,0,0,1,14,3,0,0,0,17,0,0,5,0,0,0,0,200,200
346096,0,30,0,0,0,1,7,2,0,0,0,0,200,1,5,0,12,0,0,200,200
346097,0,25,1,2,0,1,14,5,0,0,0,23,0,0,5,0,7,0,0,200,200
346097,0,25,1,2,0,1,14,5,0,0,0,23,0,0,5,0,0,0,0,200,200
346103,0,5,12,2,0,1,2,12,0,0,0,200,200,0,5,0,12,0,0,200,200
346104,0,30,2,2,0,1,0,6,0,0,0,5,200,2,200,200,5,200,200,200,200
346104,0,30,2,2,0,1,0,6,0,0,0,5,200,1,6,0,0,0,0,200,200
346104,1,30,2,2,0,1,0,6,0,0,0,5,200,1,6,0,200,200,200,200,200
346104,1,30,2,2,0,1,0,6,0,0,0,5,200,1,8,0,200,200,200,200,200
346107,0,30,1,2,0,1,12,2,0,0,0,16,200,2,200,200,200,200,200,200,200
346107,0,30,1,2,0,1,12,2,0,0,0,16,200,1,5,0,0,0,0,200,200
346109,0,30,0,0,0,0,7,6,0,0,0,200,200,2,200,200,200,200,200,200,200
346123,0,35,2,2,0,1,2,3,0,0,0,29,200,0,6,200,0,0,200,200,200
346126,0,30,1,2,0,1,10,2,0,0,0,18,0,1,5,0,3,0,0,200,200
346126,0,30,1,2,0,1,10,2,0,0,0,18,0,0,6,0,0,0,0,200,200
346127,0,25,2,0,0,1,0,6,0,0,0,17,0,1,5,0,12,0,0,200,200
346127,0,25,2,0,0,1,0,6,0,0,0,17,0,0,200,200,12,200,200,200,200
346127,1,25,2,0,0,1,0,6,0,0,0,17,0,2,200,200,200,200,200,200,200
346130,0,25,0,0,200,1,0,12,0,200,200,0,0,1,200,200,200,200,200,200,200
346130,0,25,0,0,200,1,0,12,0,200,200,0,0,1,200,200,200,200,0,200,200
346131,0,30,0,0,0,1,9,0,0,0,0,0,0,1,7,0,14,0,0,200,200
346131,5,30,0,0,0,1,9,0,0,0,0,0,0,0,5,200,12,0,0,200,200
346134,0,30,0,0,0,1,12,3,0,0,0,17,17,1,6,0,1,0,0,200,200
346134,0,30,0,0,0,1,12,3,0,0,0,17,17,0,7,0,0,0,0,200,200
346135,0,30,0,0,0,1,10,7,0,0,0,20,200,0,7,0,6,0,0,200,200
346135,0,30,0,0,0,1,10,7,0,0,0,20,200,0,6,0,0,0,0,200,200
346136,0,30,0,0,0,1,12,5,0,0,0,21,21,0,6,0,1,0,0,200,200
346136,0,30,0,0,0,1,12,5,0,0,0,21,21,0,7,0,0,0,0,200,200
346142,0,10,200,200,200,200,7,7,0,200,200,200,200,2,200,200,200,200,200,200,200
346153,0,30,0,0,0,1,7,2,0,0,0,21,200,0,7,200,12,200,2,200,200
346154,0,30,0,0,0,1,12,6,0,0,0,22,0,0,7,0,4,0,0,200,200
346154,0,30,0,0,0,1,12,6,0,0,0,22,0,0,6,0,2,0,0,200,200
346160,0,30,0,0,0,1,14,2,0,0,0,23,200,0,200,200,7,0,0,200,200
346160,0,30,0,0,0,1,14,2,0,0,0,23,200,0,8,200,0,0,0,200,200
346160,1,30,0,0,0,1,14,2,0,0,0,23,200,0,200,200,200,200,200,200,200
346166,0,35,0,0,0,1,7,5,0,0,0,27,200,0,5,0,12,0,2,200,200
346168,0,30,2,2,0,1,14,2,0,0,0,17,200,1,5,0,0,0,0,200,200
346168,0,30,2,2,0,1,14,2,0,0,0,17,200,0,6,0,1,0,0,200,200
346169,0,25,0,0,0,1,8,5,0,0,0,17,200,0,9,0,1,0,0,200,200
346169,4,25,0,0,0,1,8,5,0,0,0,17,200,1,6,3,0,0,0,200,200
346171,0,30,0,0,0,1,12,12,0,0,0,200,200,0,6,0,12,0,0,200,200
346171,0,30,0,0,0,1,12,12,0,0,0,200,200,0,7,0,0,0,0,200,200
346171,1,30,0,0,0,1,12,12,0,0,0,200,200,200,200,200,200,200,200,200,200
346174,0,20,1,2,0,1,12,6,0,0,0,21,0,1,7,200,4,200,200,200,200
346174,0,20,1,2,0,1,12,6,0,0,0,21,0,0,6,0,12,0,0,200,200
346179,0,30,0,0,0,1,12,12,0,0,0,17,17,1,6,200,1,200,200,200,200
346179,0,30,0,0,0,1,12,12,0,0,0,17,17,1,5,0,0,0,0,200,200
346180,0,35,0,0,0,1,10,5,0,0,0,18,0,1,6,0,3,0,0,200,200
346180,0,35,0,0,0,1,10,5,0,0,0,18,0,1,5,0,0,0,0,200,200
346184,0,30,200,200,200,200,7,200,0,200,200,200,200,2,200,200,200,200,200,200,200
346190,0,30,1,2,0,1,14,5,0,0,0,17,11,1,6,0,1,0,0,200,200
346190,0,30,1,2,0,1,14,5,0,0,0,17,11,1,5,0,0,0,0,200,200
346190,1,30,1,2,0,1,14,5,0,0,0,17,11,1,6,0,200,200,200,200,200
346190,1,30,1,2,0,1,14,5,0,0,0,17,11,0,0,5,200,200,200,200,200
346193,0,30,1,2,0,1,14,5,0,0,200,0,0,1,9,200,200,200,200,200,200
346193,0,30,1,2,0,1,14,5,0,0,200,0,0,0,6,200,200,200,200,200,200
346196,0,30,0,0,0,1,10,5,0,0,200,0,0,0,200,200,15,200,200,200,200
346196,0,30,0,0,0,1,10,5,0,0,200,0,0,0,7,0,0,0,0,200,200
346196,1,30,0,0,0,1,10,5,0,0,200,0,0,1,200,200,200,200,200,200,200
346197,0,30,0,0,0,1,10,5,0,0,0,21,21,1,200,200,1,200,200,200,200
346197,0,30,0,0,0,1,10,5,0,0,0,21,21,0,5,0,0,0,0,200,200
346203,0,30,0,0,0,1,8,2,0,0,0,0,0,1,200,200,200,200,200,200,200
346203,4,30,0,0,0,1,8,2,0,0,0,0,0,0,6,200,200,0,0,200,200
346215,0,30,0,0,0,1,2,6,0,0,1,0,200,0,8,0,12,0,0,200,200
346217,0,15,0,0,0,1,7,8,0,0,0,0,200,2,200,200,10,200,200,200,200
346219,0,30,2,2,0,1,0,5,0,0,0,0,0,1,7,0,200,0,0,200,200
346219,0,30,2,2,0,1,0,5,0,0,0,0,0,0,9,0,200,0,0,200,200
346229,0,30,1,2,0,1,14,1,0,0,0,0,200,1,6,0,1,0,0,200,200
346229,0,30,1,2,0,1,14,1,0,0,0,0,200,0,7,1,0,0,0,200,200
346232,0,30,7,12,0,1,9,5,0,0,12,0,0,1,200,1,200,200,200,200,200
346232,5,30,7,12,0,1,9,5,0,0,12,0,0,0,200,7,0,200,0,200,200
346233,0,30,1,2,0,1,14,2,0,0,0,0,200,0,6,200,200,200,200,200,200
346233,0,30,1,2,0,1,14,2,0,0,0,0,200,1,6,0,0,0,0,200,200
346243,0,25,0,0,200,3,7,6,2,200,0,11,200,2,200,200,200,200,200,200,200
346246,0,30,1,2,0,1,14,6,0,0,0,22,200,1,5,2,2,0,0,200,200
346246,0,30,1,2,0,1,14,6,0,0,0,22,200,0,6,0,0,0,0,200,200
346251,0,30,2,2,0,2,0,2,0,0,0,18,0,0,7,0,2,200,0,200,200
346251,0,30,2,2,0,2,0,2,0,0,0,18,0,1,6,0,0,200,0,200,200
346253,0,30,1,2,0,1,10,5,0,0,0,16,200,1,5,200,12,0,0,200,200
346253,0,30,1,2,0,1,10,5,0,0,0,16,200,0,8,0,0,0,0,200,200
346253,1,30,1,2,0,1,10,5,0,0,0,16,200,1,200,0,200,200,200,200,200
346254,0,35,1,2,0,1,10,2,0,0,0,18,200,1,200,200,3,200,200,200,200
346254,0,35,1,2,0,1,10,2,0,0,0,18,200,1,5,0,0,0,0,200,200
346260,0,30,0,0,200,200,7,6,0,200,0,0,200,2,200,200,200,200,200,200,200
346262,0,20,0,0,0,1,0,7,0,0,0,11,0,1,9,0,12,5,0,200,200
346262,0,20,0,0,0,1,0,7,0,0,0,11,0,1,5,0,0,5,0,200,200
346263,0,30,2,2,0,1,11,5,0,0,0,17,22,0,6,200,1,200,0,200,200
346263,0,30,2,2,0,1,11,5,0,0,0,17,22,1,6,200,0,200,0,200,200
346264,0,30,0,0,0,3,7,5,0,0,0,0,200,2,200,200,200,200,200,200,200
346270,0,30,0,0,0,1,7,6,0,0,0,0,0,0,7,7,12,0,0,200,200
346279,0,30,0,0,0,1,12,2,0,0,0,21,0,0,6,0,4,0,0,200,200
346279,0,30,0,0,0,1,12,2,0,0,0,21,0,0,7,0,0,0,0,200,200
346282,0,15,0,0,0,1,7,7,0,0,0,200,0,1,7,0,200,0,0,200,200
346285,0,30,0,0,0,1,0,12,0,0,0,10,17,0,200,200,9,200,200,200,200
346285,0,30,0,0,0,1,0,12,0,0,0,10,17,0,7,0,0,200,0,200,200
346287,0,30,0,0,0,1,2,0,0,0,0,20,200,0,6,0,6,0,0,200,200
346287,1,30,0,0,0,1,2,0,0,0,0,20,200,0,200,0,200,200,200,200,200
346291,0,30,200,200,200,200,10,8,2,200,200,200,200,1,200,200,6,200,200,200,200
346291,0,30,200,200,200,200,10,8,2,200,200,200,200,1,200,200,200,200,200,200,200
346292,0,10,0,0,0,1,7,7,0,0,0,2,2,0,7,0,6,0,0,200,200
346292,1,10,0,0,0,1,7,7,0,0,0,2,2,1,6,0,200,200,200,200,200
