RD_NO,PERSON_TYPE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,SEX,AGE,SAFETY_EQUIPMENT,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,BAC_RESULT VALUE,CELL_PHONE_USE
345101,0,30,0,0,0,1,12,5,0,0,0,11,16,0,5,0,12,0,0,200,200
345101,0,30,0,0,0,1,12,5,0,0,0,11,16,0,5,0,0,0,0,200,200
345119,0,30,0,0,0,1,14,5,0,200,200,17,23,0,9,0,7,200,12,200,200
345119,0,30,0,0,0,1,14,5,0,200,200,17,23,0,6,0,200,200,0,200,200
345119,1,30,0,0,0,1,14,5,0,200,200,17,23,0,200,200,200,200,200,200,200
345130,0,30,200,200,0,1,7,5,0,0,200,11,11,2,200,200,10,200,200,200,200
345132,0,30,0,0,0,1,2,6,0,0,0,23,0,2,200,200,7,200,200,200,200
345134,0,30,0,0,0,1,10,5,2,0,0,18,18,1,6,0,3,0,0,200,200
345134,0,30,0,0,0,1,10,5,2,0,0,18,18,0,7,0,0,0,0,200,200
345134,0,30,0,0,0,1,10,5,2,0,0,18,18,0,7,0,0,0,0,200,200
345134,1,30,0,0,0,1,10,5,2,0,0,18,18,0,2,0,200,200,200,200,200
345134,1,30,0,0,0,1,10,5,2,0,0,18,18,1,1,0,200,200,200,200,200
345134,1,30,0,0,0,1,10,5,2,0,0,18,18,1,6,0,200,200,200,200,200
345134,1,30,0,0,0,1,10,5,2,0,0,18,18,0,6,0,200,200,200,200,200
345134,1,30,0,0,0,1,10,5,2,0,0,18,18,0,4,0,200,200,200,200,200
345136,0,30,1,2,0,1,0,5,0,0,0,0,200,0,0,200,12,200,7,200,200
345136,0,30,1,2,0,1,0,5,0,0,0,0,200,1,7,200,0,200,200,200,200
345136,0,30,1,2,0,1,0,5,0,0,0,0,200,1,5,200,200,200,7,200,200
345136,1,30,1,2,0,1,0,5,0,0,0,0,200,1,8,200,200,200,200,200,200
345138,0,30,1,0,0,3,10,5,0,0,0,0,200,2,200,200,3,200,200,200,200
345138,0,30,1,0,0,3,10,5,0,0,0,0,200,0,200,0,0,0,0,200,200
345139,0,30,1,2,0,1,14,2,0,0,0,0,200,1,9,0,0,1,0,200,200
345139,0,30,1,2,0,1,14,2,0,0,0,0,200,1,5,0,1,1,0,200,200
345139,0,30,1,2,0,1,14,2,0,0,0,0,200,0,6,0,0,1,0,200,200
345142,0,20,0,0,0,3,7,6,0,0,0,200,200,2,200,200,200,200,200,200,200
345144,0,25,0,0,0,3,2,0,0,0,0,0,0,1,200,200,6,200,200,200,200
345148,0,30,0,0,0,1,14,5,0,0,0,17,200,1,6,0,1,0,0,200,200
345148,0,30,0,0,0,1,14,5,0,0,0,17,200,0,5,0,0,0,0,200,200
345149,0,30,1,2,0,1,10,5,0,0,0,15,18,0,200,200,3,200,200,200,200
345149,0,30,1,2,0,1,10,5,0,0,0,15,18,0,6,0,0,0,0,200,200
345153,0,30,1,2,0,1,10,5,0,0,0,0,0,0,6,200,200,200,200,200,200
345153,0,30,1,2,0,1,10,5,0,0,0,0,0,0,7,0,0,0,0,200,200
345154,0,30,1,2,0,1,14,5,0,0,200,17,200,1,5,0,0,0,0,200,200
345154,0,30,1,2,0,1,14,5,0,0,200,17,200,1,6,0,1,0,0,200,200
345157,0,30,0,0,0,3,0,7,2,0,200,20,200,0,5,200,6,200,200,200,200
345157,0,30,0,0,0,3,0,7,2,0,200,20,200,1,7,200,0,200,200,200,200
345162,0,30,0,0,0,1,10,5,0,0,0,12,16,0,6,0,12,0,0,200,200
345162,0,30,0,0,0,1,10,5,0,0,0,12,16,0,7,0,0,0,0,200,200
345163,0,30,0,0,200,200,7,5,0,200,0,0,0,2,200,200,200,200,200,200,200
345164,0,30,1,2,0,1,14,5,0,0,0,200,200,0,200,0,12,0,0,200,200
345164,0,30,1,2,0,1,14,5,0,0,0,200,200,0,200,0,12,0,0,200,200
345168,0,30,0,0,0,1,10,5,0,0,0,18,200,0,6,7,3,0,0,200,200
345168,0,30,0,0,0,1,10,5,0,0,0,18,200,0,6,0,200,0,0,200,200
345173,0,30,0,0,0,1,10,2,0,0,0,18,200,0,3,0,3,0,0,200,200
345173,0,30,0,0,0,1,10,2,0,0,0,18,200,1,6,0,0,0,0,200,200
345173,1,30,0,0,0,1,10,2,0,0,0,18,200,1,0,5,200,200,200,200,200
345176,0,30,2,2,0,4,7,5,0,0,200,0,0,0,200,200,200,200,200,200,200
345176,1,30,2,2,0,4,7,5,0,0,200,0,0,0,6,200,200,200,200,200,200
345176,1,30,2,2,0,4,7,5,0,0,200,0,0,2,200,200,200,200,200,200,200
345176,1,30,2,2,0,4,7,5,0,0,200,0,0,2,200,200,200,200,200,200,200
345176,1,30,2,2,0,4,7,5,0,0,200,0,0,2,200,7,200,200,200,200,200
345179,0,30,1,2,0,1,14,5,0,0,0,17,200,0,8,0,1,0,0,200,200
345179,0,30,1,2,0,1,14,5,0,0,0,17,200,1,9,0,0,0,0,200,200
345187,0,30,200,200,200,200,7,5,0,200,200,0,200,2,200,200,200,200,200,200,200
345191,0,30,1,2,0,1,3,5,2,0,0,0,200,1,4,200,200,0,0,200,200
345191,0,30,1,2,0,1,3,5,2,0,0,0,200,0,5,200,0,0,0,200,200
345194,0,30,2,2,0,3,0,5,0,0,0,5,5,1,6,0,0,0,0,200,200
345194,0,30,2,2,0,3,0,5,0,0,0,5,5,0,6,0,5,0,0,200,200
345195,0,30,0,0,0,1,7,5,0,200,200,22,22,1,5,0,10,200,0,200,200
345202,0,30,1,2,0,0,10,5,0,0,200,18,0,0,200,200,3,0,0,200,200
345202,0,30,1,2,0,0,10,5,0,0,200,18,0,1,7,0,0,0,0,200,200
345202,1,30,1,2,0,0,10,5,0,0,200,18,0,0,7,0,200,200,200,200,200
345203,0,30,2,2,0,1,0,5,0,0,0,0,0,1,7,0,200,200,0,200,200
345203,0,30,2,2,0,1,0,5,0,0,0,0,0,1,6,0,200,200,0,200,200
345206,0,30,2,2,0,1,10,2,0,0,0,18,200,1,6,0,3,0,0,200,200
345206,0,30,2,2,0,1,10,2,0,0,0,18,200,1,6,0,0,0,0,200,200
345206,1,30,2,2,0,1,10,2,0,0,0,18,200,0,2,0,200,200,200,200,200
345210,0,30,1,2,0,1,10,3,0,0,0,0,0,0,6,200,200,200,200,200,200
345210,0,30,1,2,0,1,10,3,0,0,0,0,0,1,7,200,200,200,0,200,200
345211,5,30,0,0,0,1,9,5,0,0,0,200,200,1,7,7,200,200,200,200,200
345211,0,30,0,0,0,1,9,5,0,0,0,200,200,0,5,200,200,200,200,200,200
345217,0,30,1,2,0,1,14,5,0,0,0,18,16,0,5,0,3,0,0,200,200
345217,0,30,1,2,0,1,14,5,0,0,0,18,16,0,6,0,0,0,0,200,200
345219,0,30,0,0,0,1,2,5,0,0,0,0,200,0,200,200,200,200,200,200,200
345222,0,30,1,2,0,1,10,5,2,0,0,16,11,0,5,200,200,200,200,200,200
345222,0,30,1,2,0,1,10,5,2,0,0,16,11,0,7,0,0,0,0,200,200
345222,1,30,1,2,0,1,10,5,2,0,0,16,11,1,2,0,200,200,200,200,200
345223,0,30,1,2,0,1,12,5,0,0,200,0,0,0,200,200,4,200,200,200,200
345223,0,30,1,2,0,1,12,5,0,0,200,0,0,1,8,0,0,0,0,200,200
345247,0,10,0,0,0,1,7,7,0,0,0,0,200,1,8,200,200,200,200,200,200
345248,0,30,1,2,0,1,10,2,0,0,0,18,200,1,5,0,3,200,0,200,200
345248,0,30,1,2,0,1,10,2,0,0,0,18,200,1,5,0,0,0,0,200,200
345257,0,30,1,2,0,1,14,5,0,0,0,17,21,0,6,200,12,0,0,200,200
345257,0,30,1,2,0,1,14,5,0,0,0,17,21,1,5,200,200,0,0,200,200
345260,0,30,0,0,0,1,11,7,0,0,0,20,200,0,6,0,12,0,0,200,200
345260,0,30,0,0,0,1,11,7,0,0,0,20,200,0,7,0,0,0,0,200,200
345260,1,30,0,0,0,1,11,7,0,0,0,20,200,1,7,0,200,200,200,200,200
345263,0,30,0,0,0,1,10,5,0,0,0,18,200,0,6,0,0,0,0,200,200
345263,0,30,0,0,0,1,10,5,0,0,0,18,200,1,5,0,12,0,0,200,200
345264,0,30,1,2,0,1,12,2,0,0,0,16,12,0,6,0,3,0,0,200,200
345264,0,30,1,2,0,1,12,2,0,0,0,16,12,1,6,0,0,0,0,200,200
345266,0,15,0,0,0,1,5,7,0,0,0,0,0,0,6,200,0,0,0,200,200
345267,0,30,0,0,0,1,7,5,0,0,0,0,0,0,6,0,0,0,0,200,200
345269,0,30,1,2,0,1,14,5,0,0,0,0,0,0,7,0,3,0,0,200,200
345269,0,30,1,2,0,1,14,5,0,0,0,0,0,0,6,0,0,0,0,200,200
345271,0,20,2,0,0,1,14,12,2,0,0,17,16,0,7,200,1,0,0,200,200
345271,0,20,2,0,0,1,14,12,2,0,0,17,16,1,3,0,0,0,0,200,200
345271,1,20,2,0,0,1,14,12,2,0,0,17,16,0,3,0,200,200,200,200,200
345272,0,30,0,0,0,1,10,5,0,0,0,18,200,1,200,0,3,0,0,200,200
345272,0,30,0,0,0,1,10,5,0,0,0,18,200,0,200,0,0,0,0,200,200
345287,0,30,0,0,0,1,7,5,0,0,0,0,0,2,200,200,1,200,200,200,200
345288,0,30,200,200,0,1,10,5,0,0,200,18,18,1,6,0,3,0,0,200,200
345288,0,30,200,200,0,1,10,5,0,0,200,18,18,1,6,7,0,0,0,200,200
345288,1,30,200,200,0,1,10,5,0,0,200,18,18,1,6,0,200,200,200,200,200
345290,0,30,0,0,0,1,10,2,0,0,0,16,200,0,6,0,3,0,0,200,200
345290,0,30,0,0,0,1,10,2,0,0,0,16,200,0,5,0,0,0,0,200,200
345295,0,30,1,2,0,1,12,3,0,0,0,0,0,0,7,200,1,200,0,200,200
345295,0,30,1,2,0,1,12,3,0,0,0,0,0,0,7,200,1,200,0,200,200
345297,0,30,1,2,0,1,12,12,0,0,0,21,4,1,200,200,200,200,200,200,200
345297,0,30,1,2,0,1,12,12,0,0,0,21,4,0,7,0,0,0,0,200,200
345297,1,30,1,2,0,1,12,12,0,0,0,21,4,1,200,200,200,200,200,200,200
345299,0,30,0,0,0,1,14,6,0,0,0,22,200,0,7,0,7,0,0,200,200
345299,0,30,0,0,0,1,14,6,0,0,0,22,200,0,6,0,0,0,0,200,200
345308,0,30,0,0,0,1,2,7,0,0,0,0,200,1,6,0,12,0,0,200,200
345323,0,30,0,0,0,1,7,6,0,0,200,11,0,0,7,0,6,200,0,200,200
345331,0,30,0,0,0,1,0,5,0,0,0,17,200,2,200,200,1,200,200,200,200
345331,0,30,0,0,0,1,0,5,0,0,0,17,200,0,6,0,0,0,0,200,200
345331,1,30,0,0,0,1,0,5,0,0,0,17,200,0,4,0,200,200,200,200,200
345332,0,30,1,2,0,1,0,5,0,0,200,17,0,0,5,0,1,0,0,200,200
345332,0,30,1,2,0,1,0,5,0,0,200,17,0,0,5,0,0,0,0,200,200
345335,0,30,0,0,0,1,7,6,0,0,0,200,200,0,6,0,0,0,0,200,200
345335,1,30,0,0,0,1,7,6,0,0,0,200,200,0,7,0,200,200,200,200,200
345337,0,30,0,0,0,1,12,3,0,0,0,17,200,0,200,200,1,200,200,200,200
345337,0,30,0,0,0,1,12,3,0,0,0,17,200,0,6,0,1,0,0,200,200
345340,0,30,0,0,0,1,10,5,0,0,0,18,17,0,6,0,1,0,0,200,200
345340,0,30,0,0,0,1,10,5,0,0,0,18,17,1,8,0,0,0,0,200,200
345340,0,30,0,0,0,1,10,5,0,0,0,18,17,0,200,200,0,200,200,200,200
345340,1,30,0,0,0,1,10,5,0,0,0,18,17,0,2,0,200,200,200,200,200
345340,1,30,0,0,0,1,10,5,0,0,0,18,17,1,7,0,200,200,200,200,200
345350,0,30,1,2,0,1,8,5,0,0,0,6,200,1,9,0,0,0,0,200,200
345350,4,30,1,2,0,1,8,5,0,0,0,6,200,0,200,2,5,0,0,200,200
345353,0,30,0,0,0,1,0,7,0,0,0,17,200,0,7,0,1,0,0,200,200
345353,0,30,0,0,0,1,0,7,0,0,0,17,200,0,7,0,0,0,0,200,200
345354,0,35,200,200,0,1,7,5,0,0,0,0,0,2,200,200,200,200,200,200,200
345358,0,25,0,0,0,1,7,6,0,0,0,0,0,2,200,200,200,200,200,200,200
345363,0,30,0,0,0,1,14,7,0,0,0,0,200,0,4,0,1,0,0,200,200
345363,0,30,0,0,0,1,14,7,0,0,0,0,200,0,6,0,0,0,0,200,200
345368,0,30,0,0,0,1,0,7,0,0,0,0,0,1,200,200,6,200,200,200,200
345368,0,30,0,0,0,1,0,7,0,0,0,0,0,0,7,0,0,0,0,200,200
345374,0,30,2,3,0,1,10,7,0,0,200,20,20,1,200,200,6,200,200,200,200
345374,0,30,2,3,0,1,10,7,0,0,200,20,20,1,6,0,0,0,0,200,200
345380,0,30,0,0,0,1,0,5,0,0,0,0,200,1,5,0,12,0,0,200,200
345380,0,30,0,0,0,1,0,5,0,0,0,0,200,1,7,0,0,4,0,200,200
345381,0,30,0,0,0,1,14,5,0,0,0,0,0,1,6,0,0,0,0,200,200
345381,0,30,0,0,0,1,14,5,0,0,0,0,0,1,7,0,0,0,0,200,200
345387,0,30,1,200,0,1,0,5,0,0,200,6,16,0,6,200,1,200,200,200,200
345387,0,30,1,200,0,1,0,5,0,0,200,6,16,1,5,200,1,200,200,200,200
345390,0,30,200,200,0,1,14,2,0,0,200,0,200,1,0,7,0,0,0,200,200
345390,0,30,200,200,0,1,14,2,0,0,200,0,200,0,5,7,0,0,0,200,200
345392,0,30,2,2,0,1,0,5,0,0,0,17,16,1,5,0,1,0,0,200,200
345392,0,30,2,2,0,1,0,5,0,0,0,17,16,0,7,0,0,0,0,200,200
345395,0,30,1,2,0,1,14,2,0,0,0,23,200,0,200,200,7,200,200,200,200
345395,0,30,1,2,0,1,14,2,0,0,0,23,200,1,8,0,12,0,0,200,200
345397,0,0,0,0,0,1,7,7,0,0,0,11,200,0,200,200,10,200,200,200,200
345397,1,0,0,0,0,1,7,7,0,0,0,11,200,1,6,0,200,200,200,200,200
345398,0,30,0,0,0,1,12,5,0,0,0,17,0,1,6,0,1,0,0,200,200
345398,0,30,0,0,0,1,12,5,0,0,0,17,0,1,6,0,0,0,0,200,200
345399,0,30,1,2,0,1,7,2,0,0,0,0,200,2,200,200,200,200,200,200,200
345401,0,30,1,2,0,1,10,2,0,0,0,17,0,0,200,200,1,200,200,200,200
345401,0,30,1,2,0,1,10,2,0,0,0,17,0,1,6,0,12,0,0,200,200
345401,0,30,1,2,0,1,10,2,0,0,0,17,0,0,9,0,12,0,0,200,200
345405,0,30,0,200,0,1,7,5,0,0,0,20,20,1,7,200,6,0,0,200,200
345405,1,30,0,200,0,1,7,5,0,0,0,20,20,1,7,200,200,200,200,200,200
345405,1,30,0,200,0,1,7,5,0,0,0,20,20,1,7,200,200,200,200,200,200
345405,1,30,0,200,0,1,7,5,0,0,0,20,20,1,7,200,200,200,200,200,200
345405,1,30,0,200,0,1,7,5,0,0,0,20,20,1,6,0,200,200,200,200,200
345412,0,30,0,0,0,1,10,2,0,0,0,18,200,0,6,7,0,0,0,200,200
345412,0,30,0,0,0,1,10,2,0,0,0,18,200,1,200,0,12,0,12,200,200
345413,0,30,0,2,0,1,10,6,0,0,0,16,0,1,200,200,1,200,200,200,200
345413,0,30,0,2,0,1,10,6,0,0,0,16,0,1,8,0,0,0,0,200,200
345416,0,30,0,0,0,1,10,2,0,0,12,18,0,1,5,0,3,0,0,200,200
345416,0,30,0,0,0,1,10,2,0,0,12,18,0,0,6,0,0,0,0,200,200
345418,0,40,0,0,0,1,12,3,0,0,0,18,200,0,5,0,3,0,0,200,200
345418,0,40,0,0,0,1,12,3,0,0,0,18,200,0,6,0,0,0,0,200,200
345418,1,40,0,0,0,1,12,3,0,0,0,18,200,1,0,5,200,200,200,200,200
345422,0,35,2,2,0,1,0,5,0,0,0,5,7,0,6,0,0,0,0,200,200
345422,0,35,2,2,0,1,0,5,0,0,0,5,7,0,4,0,5,0,0,200,200
345428,0,30,1,2,0,1,9,5,0,0,0,23,6,1,9,200,1,200,0,200,200
345428,5,30,1,2,0,1,9,5,0,0,0,23,6,0,2,200,0,0,0,200,200
345432,0,30,0,0,0,1,7,5,0,0,0,22,22,2,200,200,2,200,200,200,200
345435,0,30,0,0,0,1,12,5,2,0,0,22,200,1,200,7,2,0,0,200,200
345435,0,30,0,0,0,1,12,5,2,0,0,22,200,0,7,0,0,0,0,200,200
345440,0,30,1,2,0,1,14,3,0,0,0,17,23,0,200,200,7,200,200,200,200
345440,0,30,1,2,0,1,14,3,0,0,0,17,23,0,7,0,0,0,0,200,200
345443,0,35,0,0,0,1,14,5,0,0,0,23,17,0,6,200,7,0,0,200,200
345443,0,35,0,0,0,1,14,5,0,0,0,23,17,0,6,0,0,0,0,200,200
345444,0,30,0,0,0,1,14,6,0,0,0,0,0,1,8,0,200,200,0,200,200
345444,0,30,0,0,0,1,14,6,0,0,0,0,0,1,9,0,200,0,0,200,200
345446,0,30,0,0,0,1,10,2,0,0,0,0,200,2,200,200,200,200,200,200,200
345446,0,30,0,0,0,1,10,2,0,0,0,0,200,0,7,0,200,200,0,200,200
345446,0,30,0,0,0,1,10,2,0,0,0,0,200,2,200,200,200,200,200,200,200
345449,0,30,1,0,0,1,14,3,0,0,2,22,200,0,7,200,7,0,0,200,200
345449,0,30,1,0,0,1,14,3,0,0,2,22,200,1,5,0,0,0,0,200,200
345449,1,30,1,0,0,1,14,3,0,0,2,22,200,0,200,0,200,200,200,200,200
345451,0,30,2,2,0,1,10,5,0,0,0,17,22,1,6,200,1,0,0,200,200
345451,0,30,2,2,0,1,10,5,0,0,0,17,22,1,6,0,0,0,0,200,200
345451,0,30,2,2,0,1,10,5,0,0,0,17,22,0,6,0,0,0,0,200,200
345453,0,25,0,2,0,1,7,5,0,0,0,0,200,2,200,200,3,200,200,200,200
345454,0,25,0,0,0,1,7,6,0,0,0,200,200,2,200,200,200,200,200,200,200
345461,0,30,0,0,0,1,7,200,0,0,0,0,0,2,200,200,200,200,200,200,200
345462,0,30,1,2,0,1,10,2,0,0,0,16,0,1,4,0,200,0,0,200,200
345462,0,30,1,2,0,1,10,2,0,0,0,16,0,1,5,0,0,0,0,200,200
345465,0,30,1,2,0,1,0,5,0,0,0,6,16,1,200,200,5,200,0,200,200
345465,0,30,1,2,0,1,0,5,0,0,0,6,16,0,6,0,0,0,0,200,200
345470,0,30,1,2,0,1,12,2,0,0,0,18,0,0,7,0,0,0,0,200,200
345470,0,30,1,2,0,1,12,2,0,0,0,18,0,1,5,0,3,0,0,200,200
345470,1,30,1,2,0,1,12,2,0,0,0,18,0,1,6,0,200,200,200,200,200
345471,0,30,0,0,0,1,7,0,0,0,200,0,0,2,200,200,200,200,200,200,200
345473,0,30,0,0,0,1,14,5,0,0,0,16,25,0,3,0,13,0,0,200,200
345473,0,30,0,0,0,1,14,5,0,0,0,16,25,0,6,0,0,0,0,200,200
345474,0,30,1,2,0,1,10,6,0,0,0,17,18,1,6,0,3,0,0,200,200
345474,0,30,1,2,0,1,10,6,0,0,0,17,18,1,3,0,3,0,0,200,200
345474,0,30,1,2,0,1,10,6,0,0,0,17,18,1,6,0,12,0,0,200,200
345474,1,30,1,2,0,1,10,6,0,0,0,17,18,0,8,0,200,200,200,200,200
345474,1,30,1,2,0,1,10,6,0,0,0,17,18,1,200,5,200,200,200,200,200
345474,1,30,1,2,0,1,10,6,0,0,0,17,18,0,200,5,200,200,200,200,200
345477,0,10,0,0,0,1,9,6,0,0,0,0,0,0,7,0,0,0,0,200,200
345477,5,10,0,0,0,1,9,6,0,0,0,0,0,0,2,4,12,0,0,200,200
345481,0,20,0,0,0,3,7,12,0,0,0,0,200,2,200,200,0,200,200,200,200
345484,0,30,0,0,0,1,14,5,0,0,0,17,200,0,6,0,1,200,200,200,200
345484,0,30,0,0,0,1,14,5,0,0,0,17,200,0,5,0,200,0,0,200,200
345486,0,30,12,12,0,0,12,2,0,0,0,0,200,1,6,200,200,0,0,200,200
345488,0,30,0,0,0,1,14,5,0,0,0,0,200,1,6,0,0,0,0,200,200
345488,0,30,0,0,0,1,14,5,0,0,0,0,200,1,6,0,200,0,0,200,200
345488,1,30,0,0,0,1,14,5,0,0,0,0,200,1,200,0,200,200,200,200,200
345488,1,30,0,0,0,1,14,5,0,0,0,0,200,1,200,0,200,200,200,200,200
345488,1,30,0,0,0,1,14,5,0,0,0,0,200,1,200,0,200,200,200,200,200
345488,1,30,0,0,0,1,14,5,0,0,0,0,200,0,200,0,200,200,200,200,200
345499,0,35,1,2,0,1,14,5,0,0,0,23,22,1,200,200,2,200,0,200,200
345499,0,35,1,2,0,1,14,5,0,0,0,23,22,0,5,0,0,0,0,200,200
345500,0,30,1,200,0,1,9,2,0,0,0,0,0,2,200,200,200,200,200,200,200
345500,5,30,1,200,0,1,9,2,0,0,0,0,0,0,7,7,200,0,12,200,200
345502,0,30,4,2,0,1,10,5,0,0,200,18,200,1,200,200,3,200,200,200,200
345502,0,30,4,2,0,1,10,5,0,0,200,18,200,0,8,200,0,0,0,200,200
345506,0,30,0,0,0,1,12,5,0,0,0,22,17,1,200,200,10,200,200,200,200
345506,0,30,0,0,0,1,12,5,0,0,0,22,17,1,7,0,0,0,0,200,200
345508,0,30,0,0,0,1,10,2,0,0,0,18,200,0,7,0,0,0,0,200,200
345508,0,30,0,0,0,1,10,2,0,0,0,18,200,0,5,7,0,0,0,200,200
345509,0,30,1,2,0,1,10,6,0,0,200,17,200,1,7,0,1,200,200,200,200
345509,0,30,1,2,0,1,10,6,0,0,200,17,200,0,6,0,0,200,0,200,200
345510,0,30,0,0,0,1,10,5,0,0,0,200,200,0,6,200,3,200,0,200,200
345510,0,30,0,0,0,1,10,5,0,0,0,200,200,1,7,7,0,0,0,200,200
345510,0,30,0,0,0,1,10,5,0,0,0,200,200,1,6,200,0,0,0,200,200
345518,0,30,1,2,0,1,0,5,0,0,0,17,200,0,9,0,1,0,0,200,200
345518,0,30,1,2,0,1,0,5,0,0,0,17,200,0,7,0,0,0,0,200,200
345521,0,30,1,2,0,1,12,6,0,0,0,22,200,0,7,200,2,200,200,200,200
345521,0,30,1,2,0,1,12,6,0,0,0,22,200,1,200,0,0,0,0,200,200
345523,0,30,0,0,0,1,7,5,0,0,0,0,0,1,200,0,6,0,0,200,200
345525,0,30,0,0,0,1,10,5,0,0,0,18,200,0,7,0,0,0,0,200,200
345525,0,30,0,0,0,1,10,5,0,0,0,18,200,0,7,0,0,0,0,200,200
345530,0,30,0,0,0,1,0,0,0,0,0,20,0,0,7,0,6,0,0,200,200
345530,0,30,0,0,0,1,0,0,0,0,0,20,0,0,6,0,0,0,0,200,200
345536,0,30,1,2,0,1,10,5,0,0,200,0,0,0,4,200,200,200,0,200,200
345536,0,30,1,2,0,1,10,5,0,0,200,0,0,0,7,200,200,200,0,200,200
345536,1,30,1,2,0,1,10,5,0,0,200,0,0,1,7,200,200,200,200,200,200
345538,0,30,1,2,0,1,14,5,0,0,0,200,200,1,6,0,7,0,0,200,200
345538,0,30,1,2,0,1,14,5,0,0,0,200,200,1,6,0,0,0,0,200,200
345540,0,30,1,2,0,1,10,5,0,0,0,0,0,1,8,200,200,200,0,200,200
345540,0,30,1,2,0,1,10,5,0,0,0,0,0,1,5,200,200,0,0,200,200
345540,0,30,1,2,0,1,10,5,0,0,0,0,0,0,6,200,200,0,0,200,200
345540,1,30,1,2,0,1,10,5,0,0,0,0,0,1,7,200,200,200,200,200,200
345541,0,15,1,2,0,1,10,7,0,0,0,18,0,0,5,200,3,200,0,200,200
345541,0,15,1,2,0,1,10,7,0,0,0,18,0,0,8,200,0,200,0,200,200
345542,5,30,1,2,0,1,9,5,0,0,0,6,7,1,6,200,12,0,200,200,200
345542,0,30,1,2,0,1,9,5,0,0,0,6,7,0,200,200,5,200,200,200,200
345542,1,30,1,2,0,1,9,5,0,0,0,6,7,1,200,7,200,200,200,200,200
345548,0,30,2,2,0,1,14,5,0,0,0,10,25,0,5,200,9,0,0,200,200
345548,0,30,2,2,0,1,14,5,0,0,0,10,25,0,5,200,0,0,0,200,200
345548,0,30,2,2,0,1,14,5,0,0,0,10,25,1,6,200,0,0,0,200,200
345548,0,30,2,2,0,1,14,5,0,0,0,10,25,0,6,200,0,0,0,200,200
345548,1,30,2,2,0,1,14,5,0,0,0,10,25,1,5,200,200,200,200,200,200
345550,0,30,0,0,0,1,14,2,0,0,0,21,23,1,200,200,7,200,200,200,200
345550,0,30,0,0,0,1,14,2,0,0,0,21,23,0,7,0,0,0,0,200,200
345557,0,30,1,2,0,1,10,5,0,0,0,0,200,0,200,0,3,0,0,200,200
345557,0,30,1,2,0,1,10,5,0,0,0,0,200,1,200,0,0,0,0,200,200
345558,0,30,1,2,0,1,12,5,0,0,200,0,0,1,200,200,2,200,200,200,200
345558,0,30,1,2,0,1,12,5,0,0,200,0,0,1,5,0,0,0,0,200,200
345568,0,30,2,0,0,1,14,5,0,0,0,17,23,0,8,0,0,0,0,200,200
345568,0,30,2,0,0,1,14,5,0,0,0,17,23,0,6,0,0,0,0,200,200
345574,0,40,0,0,0,1,12,3,0,0,0,0,0,1,7,200,200,200,200,200,200
345574,0,40,0,0,0,1,12,3,0,0,0,0,0,1,7,200,200,200,200,200,200
345577,0,15,0,0,0,1,9,7,0,0,0,0,0,1,200,200,13,200,200,200,200
345577,5,15,0,0,0,1,9,7,0,0,0,0,0,1,8,200,12,200,200,200,200
345580,0,30,0,0,200,200,7,5,0,200,200,0,0,2,200,200,200,200,200,200,200
345582,0,35,1,2,0,1,12,5,0,0,0,17,11,1,4,200,4,0,0,200,200
345582,0,35,1,2,0,1,12,5,0,0,0,17,11,1,5,200,0,0,0,200,200
345582,1,35,1,2,0,1,12,5,0,0,0,17,11,1,4,200,200,200,200,200,200
345592,0,30,0,0,0,1,10,2,0,0,0,18,17,1,5,0,1,12,0,200,200
345592,0,30,0,0,0,1,10,2,0,0,0,18,17,0,6,0,0,0,0,200,200
345592,0,30,0,0,0,1,10,2,0,0,0,18,17,1,4,0,0,0,0,200,200
345595,0,30,0,0,0,1,12,3,0,0,200,0,0,0,5,200,200,0,0,200,200
345595,0,30,0,0,0,1,12,3,0,0,200,0,0,1,7,200,200,0,0,200,200
345595,1,30,0,0,0,1,12,3,0,0,200,0,0,1,5,200,200,200,200,200,200
345595,1,30,0,0,0,1,12,3,0,0,200,0,0,1,5,200,200,200,200,200,200
345597,0,30,0,0,0,1,14,6,0,0,0,17,200,1,5,0,1,5,0,200,200
345597,0,30,0,0,0,1,14,6,0,0,0,17,200,1,4,0,0,0,0,200,200
345597,1,30,0,0,0,1,14,6,0,0,0,17,200,0,5,0,200,200,200,200,200
345599,0,10,0,0,0,1,3,7,0,200,200,0,200,0,7,200,200,200,0,200,200
345599,0,10,0,0,0,1,3,7,0,200,200,0,200,1,7,200,200,200,0,200,200
345599,1,10,0,0,0,1,3,7,0,200,200,0,200,1,9,200,200,200,200,200,200
345605,0,10,0,0,200,3,7,7,0,200,200,0,200,1,6,200,6,200,200,200,200
345610,0,30,0,0,0,1,0,2,0,0,0,22,12,0,200,200,2,200,200,200,200
345610,0,30,0,0,0,1,0,2,0,0,0,22,12,1,7,0,0,0,0,200,200
345610,1,30,0,0,0,1,0,2,0,0,0,22,12,1,3,0,200,200,200,200,200
